entry_id,metal,ligand,log_K_exp,log_K_pred,residual,dg_net,donors_raw,donors_dedup,donors_used
NIST_Cs(I)_9058_K1,Cs(I),"2-Hydroxypropane-1,2,3-tricarboxylic aci",0.32,0.96,0.64,-8.61,7,4,4
NIST_Mg(II)_9058_K1,Mg(II),"2-Hydroxypropane-1,2,3-tricarboxylic aci",3.51,3.8,0.29,-29.29,7,4,4
NIST_Ca(II)_9058_K1,Ca(II),"2-Hydroxypropane-1,2,3-tricarboxylic aci",3.51,4.11,0.6,-27.47,7,4,4
NIST_Sr(II)_9058_K1,Sr(II),"2-Hydroxypropane-1,2,3-tricarboxylic aci",3.05,2.67,-0.38,-26.96,7,4,4
NIST_Ba(II)_9058_K1,Ba(II),"2-Hydroxypropane-1,2,3-tricarboxylic aci",2.95,0.12,-2.83,-28.45,7,4,4
NIST_La(III)_9058_K1,La(III),"2-Hydroxypropane-1,2,3-tricarboxylic aci",7.17,6.75,-0.42,-43.68,7,4,4
NIST_Ce(III)_9058_K1,Ce(III),"2-Hydroxypropane-1,2,3-tricarboxylic aci",7.41,7.27,-0.14,-51.44,7,4,4
NIST_Nd(III)_9058_K1,Nd(III),"2-Hydroxypropane-1,2,3-tricarboxylic aci",7.85,5.92,-1.93,-54.23,7,4,4
NIST_Eu(III)_9058_K1,Eu(III),"2-Hydroxypropane-1,2,3-tricarboxylic aci",7.77,7.06,-0.71,-54.66,7,4,4
NIST_Gd(III)_9058_K1,Gd(III),"2-Hydroxypropane-1,2,3-tricarboxylic aci",7.72,7.32,-0.4,-52.46,7,4,4
NIST_Dy(III)_9058_K1,Dy(III),"2-Hydroxypropane-1,2,3-tricarboxylic aci",7.68,9.82,2.14,-80.24,7,4,4
NIST_Yb(III)_9058_K1,Yb(III),"2-Hydroxypropane-1,2,3-tricarboxylic aci",8.02,7.87,-0.15,-55.85,7,4,4
NIST_Lu(III)_9058_K1,Lu(III),"2-Hydroxypropane-1,2,3-tricarboxylic aci",8.04,8.19,0.15,-53.45,7,4,4
NIST_Th(IV)_9058_K1,Th(IV),"2-Hydroxypropane-1,2,3-tricarboxylic aci",11.61,10.0,-1.61,-69.61,7,4,4
NIST_Mn(II)_9058_K1,Mn(II),"2-Hydroxypropane-1,2,3-tricarboxylic aci",3.81,4.68,0.87,-37.5,7,4,4
NIST_Co(II)_9058_K1,Co(II),"2-Hydroxypropane-1,2,3-tricarboxylic aci",4.9,5.1,0.2,-38.78,7,4,4
NIST_Ni(II)_9058_K1,Ni(II),"2-Hydroxypropane-1,2,3-tricarboxylic aci",5.3,5.72,0.42,-39.5,7,4,4
NIST_Fe(III)_9058_K1,Fe(III),"2-Hydroxypropane-1,2,3-tricarboxylic aci",11.27,17.36,6.09,-49.68,7,4,4
NIST_Tl(I)_9058_K1,Tl(I),"2-Hydroxypropane-1,2,3-tricarboxylic aci",1.04,1.28,0.24,-22.56,7,4,4
NIST_Zn(II)_9058_K1,Zn(II),"2-Hydroxypropane-1,2,3-tricarboxylic aci",4.96,6.85,1.89,-37.45,7,4,4
NIST_Cd(II)_9058_K1,Cd(II),"2-Hydroxypropane-1,2,3-tricarboxylic aci",3.69,6.46,2.77,-38.62,7,4,4
NIST_Hg(II)_9058_K1,Hg(II),"2-Hydroxypropane-1,2,3-tricarboxylic aci",10.9,14.17,3.27,-41.85,7,4,4
NIST_Al(III)_9058_K1,Al(III),"2-Hydroxypropane-1,2,3-tricarboxylic aci",8.04,10.81,2.77,-44.08,7,4,4
NIST_Ga(III)_9058_K1,Ga(III),"2-Hydroxypropane-1,2,3-tricarboxylic aci",10.02,18.13,8.11,-51.81,7,4,4
NIST_Ca(II)_9059_K1,Ca(II),DL-2-(Carboxymethoxy)oxydiacetic acid,3.58,4.69,1.11,-30.78,8,5,5
NIST_Ca(II)_9060_K1,Ca(II),DL-2-(Carboxymethoxymethyl)oxydiacetic a,3.36,4.69,1.33,-30.78,8,5,5
NIST_Ca(II)_9061_K1,Ca(II),"RR-1-Hydroxypropane-1,2,3-tris(oxyacetic",4.96,5.16,0.2,-33.46,10,6,6
NIST_Ca(II)_9062_K1,Ca(II),"RS-1-Hydroxypropane-1,2,3-tris(oxyacetic",4.69,5.16,0.47,-33.46,10,6,6
NIST_Ca(II)_9063_K1,Ca(II),"DL-1-Oxopropane-1,2,3-tricarboxylic acid",1.5,5.4,3.9,-34.82,7,4,4
NIST_Mg(II)_9064_K1,Mg(II),(Carboxymethoxy)propanedioic acid,2.77,3.8,1.03,-29.29,7,4,4
NIST_Ca(II)_9064_K1,Ca(II),(Carboxymethoxy)propanedioic acid,4.62,4.11,-0.51,-27.47,7,4,4
NIST_Sr(II)_9064_K1,Sr(II),(Carboxymethoxy)propanedioic acid,3.79,2.67,-1.12,-26.96,7,4,4
NIST_Mn(II)_9064_K1,Mn(II),(Carboxymethoxy)propanedioic acid,3.76,4.68,0.92,-37.5,7,4,4
NIST_Fe(II)_9064_K1,Fe(II),(Carboxymethoxy)propanedioic acid,3.67,5.05,1.38,-38.52,7,4,4
NIST_Co(II)_9064_K1,Co(II),(Carboxymethoxy)propanedioic acid,3.87,5.1,1.23,-38.78,7,4,4
NIST_Ni(II)_9064_K1,Ni(II),(Carboxymethoxy)propanedioic acid,3.84,5.72,1.88,-39.5,7,4,4
NIST_Cu(II)_9064_K1,Cu(II),(Carboxymethoxy)propanedioic acid,5.2,11.62,6.42,-65.64,7,4,4
NIST_Zn(II)_9064_K1,Zn(II),(Carboxymethoxy)propanedioic acid,4.87,6.85,1.98,-37.45,7,4,4
NIST_Cd(II)_9064_K1,Cd(II),(Carboxymethoxy)propanedioic acid,4.49,6.46,1.97,-38.62,7,4,4
NIST_Sn(II)_9064_K1,Sn(II),(Carboxymethoxy)propanedioic acid,7.0,9.14,2.14,-33.73,7,4,4
NIST_Pb(II)_9064_K1,Pb(II),(Carboxymethoxy)propanedioic acid,6.04,8.52,2.48,-37.0,7,4,4
NIST_Ca(II)_9065_K1,Ca(II),DL-(Carboxymethoxy)butanedioic acid,4.06,4.11,0.05,-27.47,7,4,4
NIST_Ca(II)_9066_K1,Ca(II),"DL-Propane-1,2,3-tris(oxyacetic acid)",4.71,5.16,0.45,-33.46,9,6,6
NIST_Fe(III)_9068_K1,Fe(III),Aerobactin,22.5,20.69,-1.81,-68.66,17,14,6
NIST_Ni(II)_9069_K1,Ni(II),Phosphinotriacetic acid [Tris(carboxymet,3.77,6.5,2.73,-43.95,7,4,4
NIST_Cu(I)_9069_K1,Cu(I),Phosphinotriacetic acid [Tris(carboxymet,10.2,7.55,-2.65,-25.65,7,4,4
NIST_Hg(II)_9069_K1,Hg(II),Phosphinotriacetic acid [Tris(carboxymet,19.93,16.07,-3.86,-52.69,7,4,4
NIST_Co(II)_9070_K1,Co(II),Phosphinotri-3-propanoic acid [Tris(2-ca,2.23,5.84,3.61,-43.03,7,4,4
NIST_Ni(II)_9070_K1,Ni(II),Phosphinotri-3-propanoic acid [Tris(2-ca,3.8,6.5,2.7,-43.95,7,4,4
NIST_Zn(II)_9070_K1,Zn(II),Phosphinotri-3-propanoic acid [Tris(2-ca,2.92,7.42,4.5,-40.68,7,4,4
NIST_Na(I)_9072_K1,Na(I),"Butane-1,2,3,4-tetracarboxylic acid",1.15,2.57,1.42,-13.79,8,4,4
NIST_K(I)_9072_K1,K(I),"Butane-1,2,3,4-tetracarboxylic acid",0.95,2.44,1.49,-12.46,8,4,4
NIST_Mg(II)_9072_K1,Mg(II),"Butane-1,2,3,4-tetracarboxylic acid",3.01,4.67,1.66,-34.25,8,4,4
NIST_Ca(II)_9072_K1,Ca(II),"Butane-1,2,3,4-tetracarboxylic acid",3.08,4.84,1.76,-31.67,8,4,4
NIST_Li(I)_9073_K1,Li(I),"Benzene-1,2,4,5-tetracarboxylic acid (Py",1.4,3.64,2.24,-13.82,8,4,4
NIST_Na(I)_9073_K1,Na(I),"Benzene-1,2,4,5-tetracarboxylic acid (Py",1.3,2.57,1.27,-13.79,8,4,4
NIST_K(I)_9073_K1,K(I),"Benzene-1,2,4,5-tetracarboxylic acid (Py",1.2,2.44,1.24,-12.46,8,4,4
NIST_Mg(II)_9073_K1,Mg(II),"Benzene-1,2,4,5-tetracarboxylic acid (Py",2.63,4.67,2.04,-34.25,8,4,4
NIST_Ca(II)_9073_K1,Ca(II),"Benzene-1,2,4,5-tetracarboxylic acid (Py",3.08,4.84,1.76,-31.67,8,4,4
NIST_La(III)_9073_K1,La(III),"Benzene-1,2,4,5-tetracarboxylic acid (Py",4.32,7.25,2.93,-46.58,8,4,4
NIST_Nd(III)_9073_K1,Nd(III),"Benzene-1,2,4,5-tetracarboxylic acid (Py",4.73,6.3,1.57,-56.41,8,4,4
NIST_Eu(III)_9073_K1,Eu(III),"Benzene-1,2,4,5-tetracarboxylic acid (Py",4.82,7.46,2.64,-56.98,8,4,4
NIST_Gd(III)_9073_K1,Gd(III),"Benzene-1,2,4,5-tetracarboxylic acid (Py",4.78,7.73,2.95,-54.82,8,4,4
NIST_Dy(III)_9073_K1,Dy(III),"Benzene-1,2,4,5-tetracarboxylic acid (Py",4.69,10.26,5.57,-82.75,8,4,4
NIST_Yb(III)_9073_K1,Yb(III),"Benzene-1,2,4,5-tetracarboxylic acid (Py",4.59,8.34,3.75,-58.56,8,4,4
NIST_Lu(III)_9073_K1,Lu(III),"Benzene-1,2,4,5-tetracarboxylic acid (Py",4.6,8.68,4.08,-56.21,8,4,4
NIST_Cu(II)_9073_K1,Cu(II),"Benzene-1,2,4,5-tetracarboxylic acid (Py",3.75,12.57,8.82,-71.07,8,4,4
NIST_Mg(II)_9074_K1,Mg(II),Oxybis(propanedioic acid) (Ditartronic a,3.43,5.32,1.89,-37.97,9,5,5
NIST_Ca(II)_9074_K1,Ca(II),Oxybis(propanedioic acid) (Ditartronic a,5.17,5.53,0.36,-35.6,9,5,5
NIST_Sr(II)_9074_K1,Sr(II),Oxybis(propanedioic acid) (Ditartronic a,4.69,4.02,-0.67,-34.69,9,5,5
NIST_Mn(II)_9074_K1,Mn(II),Oxybis(propanedioic acid) (Ditartronic a,4.51,6.7,2.19,-49.03,9,5,5
NIST_Fe(II)_9074_K1,Fe(II),Oxybis(propanedioic acid) (Ditartronic a,4.41,7.12,2.71,-50.34,9,5,5
NIST_Co(II)_9074_K1,Co(II),Oxybis(propanedioic acid) (Ditartronic a,4.55,7.18,2.63,-50.69,9,5,5
NIST_Ni(II)_9074_K1,Ni(II),Oxybis(propanedioic acid) (Ditartronic a,4.4,7.85,3.45,-51.64,9,5,5
NIST_Cu(II)_9074_K1,Cu(II),Oxybis(propanedioic acid) (Ditartronic a,5.54,11.18,5.64,-63.13,9,5,5
NIST_Zn(II)_9074_K1,Zn(II),Oxybis(propanedioic acid) (Ditartronic a,5.62,8.88,3.26,-49.03,9,5,5
NIST_Cd(II)_9074_K1,Cd(II),Oxybis(propanedioic acid) (Ditartronic a,5.44,8.53,3.09,-50.43,9,5,5
NIST_Sn(II)_9074_K1,Sn(II),Oxybis(propanedioic acid) (Ditartronic a,7.9,10.82,2.92,-43.35,9,5,5
NIST_Mg(II)_9075_K1,Mg(II),rac-Oxybis(butanedioic acid),4.44,5.32,0.88,-37.97,9,5,5
NIST_Ca(II)_9075_K1,Ca(II),rac-Oxybis(butanedioic acid),5.42,5.53,0.11,-35.6,9,5,5
NIST_Mn(II)_9075_K1,Mn(II),rac-Oxybis(butanedioic acid),5.4,6.7,1.3,-49.03,9,5,5
NIST_Ni(II)_9075_K1,Ni(II),rac-Oxybis(butanedioic acid),6.77,7.85,1.08,-51.64,9,5,5
NIST_Cu(II)_9075_K1,Cu(II),rac-Oxybis(butanedioic acid),7.65,11.18,3.53,-63.13,9,5,5
NIST_Fe(III)_9075_K1,Fe(III),rac-Oxybis(butanedioic acid),11.43,19.66,8.23,-62.76,9,5,5
NIST_Zn(II)_9075_K1,Zn(II),rac-Oxybis(butanedioic acid),6.62,8.88,2.26,-49.03,9,5,5
NIST_Cd(II)_9075_K1,Cd(II),rac-Oxybis(butanedioic acid),4.94,8.53,3.59,-50.43,9,5,5
NIST_Hg(II)_9075_K1,Hg(II),rac-Oxybis(butanedioic acid),13.82,14.96,1.14,-46.38,9,5,4
NIST_Pb(II)_9075_K1,Pb(II),rac-Oxybis(butanedioic acid),7.44,10.38,2.94,-47.59,9,5,5
NIST_Al(III)_9075_K1,Al(III),rac-Oxybis(butanedioic acid),8.43,12.66,4.23,-54.66,9,5,5
NIST_Mg(II)_9076_K1,Mg(II),meso-Oxybis(butanedioic acid),5.09,5.32,0.23,-37.97,9,5,5
NIST_Ca(II)_9076_K1,Ca(II),meso-Oxybis(butanedioic acid),5.82,5.53,-0.29,-35.6,9,5,5
NIST_Mn(II)_9076_K1,Mn(II),meso-Oxybis(butanedioic acid),5.69,6.7,1.01,-49.03,9,5,5
NIST_Ni(II)_9076_K1,Ni(II),meso-Oxybis(butanedioic acid),7.62,7.85,0.23,-51.64,9,5,5
NIST_Cu(II)_9076_K1,Cu(II),meso-Oxybis(butanedioic acid),8.38,11.18,2.8,-63.13,9,5,5
NIST_Fe(III)_9076_K1,Fe(III),meso-Oxybis(butanedioic acid),12.01,19.66,7.65,-62.76,9,5,5
NIST_Zn(II)_9076_K1,Zn(II),meso-Oxybis(butanedioic acid),7.6,8.88,1.28,-49.03,9,5,5
NIST_Cd(II)_9076_K1,Cd(II),meso-Oxybis(butanedioic acid),5.38,8.53,3.15,-50.43,9,5,5
NIST_Hg(II)_9076_K1,Hg(II),meso-Oxybis(butanedioic acid),14.37,14.96,0.59,-46.38,9,5,4
NIST_Pb(II)_9076_K1,Pb(II),meso-Oxybis(butanedioic acid),7.71,10.38,2.67,-47.59,9,5,5
NIST_Al(III)_9076_K1,Al(III),meso-Oxybis(butanedioic acid),9.17,12.66,3.49,-54.66,9,5,5
NIST_Mg(II)_9077_K1,Mg(II),"rac-1-Hydroxy-3-oxapentane-1,2,4,5-tetra",3.94,5.82,1.88,-40.8,10,6,6
NIST_Ca(II)_9077_K1,Ca(II),"rac-1-Hydroxy-3-oxapentane-1,2,4,5-tetra",5.2,6.07,0.87,-38.7,10,6,6
NIST_Mn(II)_9077_K1,Mn(II),"rac-1-Hydroxy-3-oxapentane-1,2,4,5-tetra",5.69,7.72,2.03,-54.83,10,6,6
NIST_Ni(II)_9077_K1,Ni(II),"rac-1-Hydroxy-3-oxapentane-1,2,4,5-tetra",6.06,8.89,2.83,-57.56,10,6,6
NIST_Cu(II)_9077_K1,Cu(II),"rac-1-Hydroxy-3-oxapentane-1,2,4,5-tetra",6.65,12.28,5.63,-69.45,10,6,6
NIST_Fe(III)_9077_K1,Fe(III),"rac-1-Hydroxy-3-oxapentane-1,2,4,5-tetra",10.7,20.71,10.01,-68.79,10,6,6
NIST_Zn(II)_9077_K1,Zn(II),"rac-1-Hydroxy-3-oxapentane-1,2,4,5-tetra",6.3,9.86,3.56,-54.61,10,6,6
NIST_Cd(II)_9077_K1,Cd(II),"rac-1-Hydroxy-3-oxapentane-1,2,4,5-tetra",4.62,9.65,5.03,-56.83,10,6,6
NIST_Hg(II)_9077_K1,Hg(II),"rac-1-Hydroxy-3-oxapentane-1,2,4,5-tetra",14.18,14.96,0.78,-46.38,10,6,4
NIST_Pb(II)_9077_K1,Pb(II),"rac-1-Hydroxy-3-oxapentane-1,2,4,5-tetra",7.01,11.4,4.39,-53.46,10,6,6
NIST_Al(III)_9077_K1,Al(III),"rac-1-Hydroxy-3-oxapentane-1,2,4,5-tetra",7.63,13.26,5.63,-58.1,10,6,6
NIST_Ca(II)_9078_K1,Ca(II),"rac-2,2'-Bis(carboxymethyloxy)oxydiaceti",3.28,6.07,2.79,-38.7,11,7,6
NIST_Ca(II)_9079_K1,Ca(II),"meso-2,2'-Bis(carboxymethyloxy)oxydiacet",3.07,6.07,3.0,-38.7,11,7,6
NIST_Ca(II)_9080_K1,Ca(II),"rac-2,2'-Bis(carboxymethyloxymethyl)oxyd",4.06,6.07,2.01,-38.7,11,7,6
NIST_Ca(II)_9081_K1,Ca(II),"rac-Butane-1,2,3,4-tetrakis(oxyacetic ac",5.4,6.07,0.67,-38.7,12,8,6
NIST_Ca(II)_9082_K1,Ca(II),"meso-Butane-1,2,3,4-tetrakis(oxyacetic a",5.25,6.07,0.82,-38.7,12,8,6
NIST_Mn(II)_9083_K1,Mn(II),(Ethanediylidenetetrathio)tetraacetic ac,2.32,2.16,-0.16,-23.1,12,8,6
NIST_Fe(II)_9083_K1,Fe(II),(Ethanediylidenetetrathio)tetraacetic ac,2.68,2.96,0.28,-26.57,12,8,6
NIST_Co(II)_9083_K1,Co(II),(Ethanediylidenetetrathio)tetraacetic ac,2.86,3.1,0.24,-27.36,12,8,6
NIST_Ni(II)_9083_K1,Ni(II),(Ethanediylidenetetrathio)tetraacetic ac,4.08,3.79,-0.29,-28.44,12,8,6
NIST_Cu(II)_9083_K1,Cu(II),(Ethanediylidenetetrathio)tetraacetic ac,5.35,7.85,2.5,-44.14,12,8,6
NIST_Ni(II)_9084_K1,Ni(II),"(1,3-Propanediylidenetetrathio)tetraacet",2.8,3.79,0.99,-28.44,12,8,6
NIST_Cu(II)_9084_K1,Cu(II),"(1,3-Propanediylidenetetrathio)tetraacet",4.9,7.85,2.95,-44.14,12,8,6
NIST_Hg(II)_9084_K1,Hg(II),"(1,3-Propanediylidenetetrathio)tetraacet",16.6,55.73,39.13,-279.16,12,8,4
NIST_Mg(II)_9085_K1,Mg(II),"(1,4-Butanediylidenetetrathio)tetraaceti",3.2,-2.42,-5.62,6.23,12,8,6
NIST_Ca(II)_9085_K1,Ca(II),"(1,4-Butanediylidenetetrathio)tetraaceti",3.6,-1.68,-5.28,5.59,12,8,6
NIST_Ni(II)_9085_K1,Ni(II),"(1,4-Butanediylidenetetrathio)tetraaceti",2.4,3.79,1.39,-28.44,12,8,6
NIST_Cu(II)_9085_K1,Cu(II),"(1,4-Butanediylidenetetrathio)tetraaceti",4.9,7.85,2.95,-44.14,12,8,6
NIST_Cd(II)_9085_K1,Cd(II),"(1,4-Butanediylidenetetrathio)tetraaceti",3.6,18.94,15.34,-109.89,12,8,6
NIST_Hg(II)_9085_K1,Hg(II),"(1,4-Butanediylidenetetrathio)tetraaceti",16.9,55.73,38.83,-279.16,12,8,4
NIST_Mg(II)_9086_K1,Mg(II),"(1,5-Pentanediylidenetetrathio)tetraacet",3.3,-2.42,-5.72,6.23,12,8,6
NIST_Ca(II)_9086_K1,Ca(II),"(1,5-Pentanediylidenetetrathio)tetraacet",3.7,-1.68,-5.38,5.59,12,8,6
NIST_Ni(II)_9086_K1,Ni(II),"(1,5-Pentanediylidenetetrathio)tetraacet",2.7,3.79,1.09,-28.44,12,8,6
NIST_Cu(II)_9086_K1,Cu(II),"(1,5-Pentanediylidenetetrathio)tetraacet",5.0,7.85,2.85,-44.14,12,8,6
NIST_Cd(II)_9086_K1,Cd(II),"(1,5-Pentanediylidenetetrathio)tetraacet",3.4,18.94,15.54,-109.89,12,8,6
NIST_Hg(II)_9086_K1,Hg(II),"(1,5-Pentanediylidenetetrathio)tetraacet",19.0,55.73,36.73,-279.16,12,8,4
NIST_Mg(II)_9087_K1,Mg(II),(Ethanediylidenetetrathio)tetrapropanoic,1.92,-2.42,-4.34,6.23,12,8,6
NIST_Ca(II)_9087_K1,Ca(II),(Ethanediylidenetetrathio)tetrapropanoic,2.59,-1.68,-4.27,5.59,12,8,6
NIST_Ni(II)_9087_K1,Ni(II),(Ethanediylidenetetrathio)tetrapropanoic,2.79,3.79,1.0,-28.44,12,8,6
NIST_Zn(II)_9087_K1,Zn(II),(Ethanediylidenetetrathio)tetrapropanoic,3.0,4.2,1.2,-22.3,12,8,6
NIST_Hg(II)_9087_K1,Hg(II),(Ethanediylidenetetrathio)tetrapropanoic,17.3,55.73,38.43,-279.16,12,8,4
NIST_Mg(II)_9088_K1,Mg(II),"(1,3-Propanediylidenetetrathio)tetraprop",2.2,-2.42,-4.62,6.23,12,8,6
NIST_Ca(II)_9088_K1,Ca(II),"(1,3-Propanediylidenetetrathio)tetraprop",2.79,-1.68,-4.47,5.59,12,8,6
NIST_Ni(II)_9088_K1,Ni(II),"(1,3-Propanediylidenetetrathio)tetraprop",3.83,3.79,-0.04,-28.44,12,8,6
NIST_Zn(II)_9088_K1,Zn(II),"(1,3-Propanediylidenetetrathio)tetraprop",2.92,4.2,1.28,-22.3,12,8,6
NIST_Hg(II)_9088_K1,Hg(II),"(1,3-Propanediylidenetetrathio)tetraprop",17.5,55.73,38.23,-279.16,12,8,4
NIST_Mg(II)_9089_K1,Mg(II),"(1,4-Butanediylidenetetrathio)tetrapropa",2.2,-2.42,-4.62,6.23,12,8,6
NIST_Ca(II)_9089_K1,Ca(II),"(1,4-Butanediylidenetetrathio)tetrapropa",2.55,-1.68,-4.23,5.59,12,8,6
NIST_Ni(II)_9089_K1,Ni(II),"(1,4-Butanediylidenetetrathio)tetrapropa",3.87,3.79,-0.08,-28.44,12,8,6
NIST_Zn(II)_9089_K1,Zn(II),"(1,4-Butanediylidenetetrathio)tetrapropa",3.67,4.2,0.53,-22.3,12,8,6
NIST_Hg(II)_9089_K1,Hg(II),"(1,4-Butanediylidenetetrathio)tetrapropa",17.7,55.73,38.03,-279.16,12,8,4
NIST_Mg(II)_9090_K1,Mg(II),"(1,5-Pentanediylidenetetrathio)tetraprop",2.21,-2.42,-4.63,6.23,12,8,6
NIST_Ca(II)_9090_K1,Ca(II),"(1,5-Pentanediylidenetetrathio)tetraprop",3.11,-1.68,-4.79,5.59,12,8,6
NIST_Ni(II)_9090_K1,Ni(II),"(1,5-Pentanediylidenetetrathio)tetraprop",3.65,3.79,0.14,-28.44,12,8,6
NIST_Zn(II)_9090_K1,Zn(II),"(1,5-Pentanediylidenetetrathio)tetraprop",2.62,4.2,1.58,-22.3,12,8,6
NIST_Hg(II)_9090_K1,Hg(II),"(1,5-Pentanediylidenetetrathio)tetraprop",17.9,55.73,37.83,-279.16,12,8,4
NIST_Mg(II)_9091_K1,Mg(II),"Benzene-1,2-bis[methylbis(thioacetic aci",3.8,-2.42,-6.22,6.23,12,8,6
NIST_Ca(II)_9091_K1,Ca(II),"Benzene-1,2-bis[methylbis(thioacetic aci",3.5,-1.68,-5.18,5.59,12,8,6
NIST_Ni(II)_9091_K1,Ni(II),"Benzene-1,2-bis[methylbis(thioacetic aci",3.2,3.79,0.59,-28.44,12,8,6
NIST_Cu(II)_9091_K1,Cu(II),"Benzene-1,2-bis[methylbis(thioacetic aci",6.5,7.85,1.35,-44.14,12,8,6
NIST_Zn(II)_9091_K1,Zn(II),"Benzene-1,2-bis[methylbis(thioacetic aci",2.2,4.2,2.0,-22.3,12,8,6
NIST_Pb(II)_9091_K1,Pb(II),"Benzene-1,2-bis[methylbis(thioacetic aci",6.0,10.44,4.44,-47.96,12,8,6
NIST_Ca(II)_9092_K1,Ca(II),Ethylenediphosphinotetraacetic acid,3.2,5.57,2.37,-35.8,10,6,6
NIST_La(III)_9092_K1,La(III),Ethylenediphosphinotetraacetic acid,4.84,8.62,3.78,-54.39,10,6,6
NIST_Mn(II)_9092_K1,Mn(II),Ethylenediphosphinotetraacetic acid,2.92,8.89,5.97,-61.54,10,6,6
NIST_Cu(I)_9092_K1,Cu(I),Ethylenediphosphinotetraacetic acid,7.41,6.97,-0.44,-22.34,10,6,4
NIST_Ag(I)_9092_K1,Ag(I),Ethylenediphosphinotetraacetic acid,9.36,2.64,-6.72,-9.71,10,6,2
NIST_Zn(II)_9092_K1,Zn(II),Ethylenediphosphinotetraacetic acid,3.69,10.99,7.3,-61.07,10,6,6
NIST_Cd(II)_9092_K1,Cd(II),Ethylenediphosphinotetraacetic acid,6.27,12.32,6.05,-72.07,10,6,6
NIST_Pb(II)_9092_K1,Pb(II),Ethylenediphosphinotetraacetic acid,6.67,15.68,9.01,-77.9,10,6,6
NIST_Eu(III)_9095_K1,Eu(III),Benzenehexacarboxylic acid (Mellitic aci,6.86,12.73,5.87,-87.03,12,6,6
NIST_Cu(II)_9095_K1,Cu(II),Benzenehexacarboxylic acid (Mellitic aci,6.48,14.52,8.04,-82.2,12,6,6
NIST_Mg(II)_9096_K1,Mg(II),"rac-3,6-Dioxaoctane-1,2,4,5,7,8-hexacarb",4.4,7.95,3.55,-52.96,14,8,6
NIST_Ca(II)_9096_K1,Ca(II),"rac-3,6-Dioxaoctane-1,2,4,5,7,8-hexacarb",6.86,7.91,1.05,-49.2,14,8,6
NIST_Mn(II)_9096_K1,Mn(II),"rac-3,6-Dioxaoctane-1,2,4,5,7,8-hexacarb",7.0,9.78,2.78,-66.64,14,8,6
NIST_Ni(II)_9096_K1,Ni(II),"rac-3,6-Dioxaoctane-1,2,4,5,7,8-hexacarb",8.28,11.14,2.86,-70.43,14,8,6
NIST_Cu(II)_9096_K1,Cu(II),"rac-3,6-Dioxaoctane-1,2,4,5,7,8-hexacarb",9.24,14.52,5.28,-82.2,14,8,6
NIST_Fe(III)_9096_K1,Fe(III),"rac-3,6-Dioxaoctane-1,2,4,5,7,8-hexacarb",20.96,23.36,2.4,-83.94,14,8,6
NIST_Zn(II)_9096_K1,Zn(II),"rac-3,6-Dioxaoctane-1,2,4,5,7,8-hexacarb",8.09,12.03,3.94,-67.01,14,8,6
NIST_Cd(II)_9096_K1,Cd(II),"rac-3,6-Dioxaoctane-1,2,4,5,7,8-hexacarb",7.02,11.62,4.6,-68.05,14,8,6
NIST_Hg(II)_9096_K1,Hg(II),"rac-3,6-Dioxaoctane-1,2,4,5,7,8-hexacarb",15.49,14.96,-0.53,-46.38,14,8,4
NIST_Pb(II)_9096_K1,Pb(II),"rac-3,6-Dioxaoctane-1,2,4,5,7,8-hexacarb",8.66,13.12,4.46,-63.28,14,8,6
NIST_Al(III)_9096_K1,Al(III),"rac-3,6-Dioxaoctane-1,2,4,5,7,8-hexacarb",9.04,15.97,6.93,-73.56,14,8,6
NIST_Mg(II)_9099_K1,Mg(II),Methylphosphonic acid,1.86,2.89,1.03,-24.07,3,1,1
NIST_Ca(II)_9099_K1,Ca(II),Methylphosphonic acid,1.64,3.17,1.53,-22.14,3,1,1
NIST_Sr(II)_9099_K1,Sr(II),Methylphosphonic acid,1.36,1.99,0.63,-23.12,3,1,1
NIST_Ba(II)_9099_K1,Ba(II),Methylphosphonic acid,1.29,0.15,-1.14,-28.62,3,1,1
NIST_Mn(II)_9099_K1,Mn(II),Methylphosphonic acid,2.48,1.97,-0.51,-22.04,3,1,1
NIST_Co(II)_9099_K1,Co(II),Methylphosphonic acid,2.24,2.23,-0.01,-22.42,3,1,1
NIST_Ni(II)_9099_K1,Ni(II),Methylphosphonic acid,2.25,2.78,0.53,-22.67,3,1,1
NIST_Cu(II)_9099_K1,Cu(II),Methylphosphonic acid,3.5,3.98,0.48,-22.03,3,1,1
NIST_Zn(II)_9099_K1,Zn(II),Methylphosphonic acid,2.6,4.16,1.56,-22.09,3,1,1
NIST_Cd(II)_9099_K1,Cd(II),Methylphosphonic acid,2.9,3.42,0.52,-21.25,3,1,1
NIST_Al(III)_9099_K1,Al(III),Methylphosphonic acid,6.48,12.19,5.71,-51.96,3,1,1
NIST_Mg(II)_9100_K1,Mg(II),Ethylphosphonic acid,1.85,2.89,1.04,-24.07,3,1,1
NIST_Ca(II)_9100_K1,Ca(II),Ethylphosphonic acid,1.61,3.17,1.56,-22.14,3,1,1
NIST_Sr(II)_9100_K1,Sr(II),Ethylphosphonic acid,1.35,1.99,0.64,-23.12,3,1,1
NIST_Ba(II)_9100_K1,Ba(II),Ethylphosphonic acid,1.3,0.15,-1.15,-28.62,3,1,1
NIST_Mn(II)_9100_K1,Mn(II),Ethylphosphonic acid,2.51,1.97,-0.54,-22.04,3,1,1
